construction,N,num_blocks,num_matching,predicted_alpha,actual_alpha,alpha_gap,d_max,c,k4_free,block_ids,k_copies,source,g6
single,96,1,12,36,36,0,3,1.024,1,1702,12,,~?@_?`ePg?O?????G?E?EO?Y??????????????G??@_??X???Y?????????????????????_???@_???EO???@g???????????????????????????G?????E?????EO?????Y??????????????????????????????????G??????@_??????X???????Y???????????????????????????????A?????????_???????@_???????EO???????@g?????????????????O????????????????_????????????G?????????E?????????EO?????????Y?????????????????C???????????????????_????????????????G??????????@_??????????X???????????Y?????????????????C?????????????????????A?????????????????????_???????????@_???????????EO???????????@g?????????????????O????????????????????????_????????????????????????G?????????????E?????????????EO?????????????Y?????????????????C???????????????????????????_????????????????????????????G??????????????@_??????????????X???????????????Y
single,16,1,2,6,6,0,3,1.024,1,4188,2,,OCQREC???O?CGC?H?B?@`
single,24,1,3,9,9,0,3,1.024,1,4188,3,,WCQREC??@??C?C?H?B?@`??????O????O?AC??AO??K??@`
single,32,1,4,12,12,0,3,1.024,1,4188,4,,_CQREC?????C?C?H?B?@`???????C???O?GC??AO??K??@`????????@???????CG???O???AO???B????EC
single,40,1,5,15,15,0,3,1.024,1,4188,5,,gCQREC?????C?C?H?B?@`?????@?????O??C??AO??K??@`??????????O?????C?A??O???AO???B????EC???????????O?????????C???G?C?????H?????B?????@`
single,48,1,6,18,18,0,3,1.024,1,4188,6,,oCQREC?????C?C?H?B?@`???????????O??C??AO??K??@`???????????C????C???_O???AO???B????EC????????????C????????C?A???C?????H?????B?????@`??????????????O????????????O_?????C??????AO??????K??????@`
single,56,1,7,21,21,0,3,1.024,1,4188,7,,wCQREC?????C?C?H?B?@`???????????O??C??AO??K??@`????????C???????C????O???AO???B????EC?????????????@???????C???_?C?????H?????B?????@`???????????????C???????????O?G????C??????AO??????K??????@`????????????????@???????????????C????A???O???????AO???????B????????EC
single,64,1,8,24,24,0,3,1.024,1,4188,8,,~?@?CQREC?????C?C?H?B?@`???????????O??C??AO??K??@`????????????????C????O???AO???B????EC???????????????O?????C????GC?????H?????B?????@`????????????????@??????????O??A???C??????AO??????K??????@`??????????????????O?????????????C?A??????O???????AO???????B????????EC???????????????????O?????????????????CG????????C?????????H?????????B?????????@`
single,72,1,9,27,27,0,3,1.024,1,4188,9,,~?@GCQREC?????C?C?H?B?@`???????????O??C??AO??K??@`????????????????C????O???AO???B????EC??????????@??????????C?????C?????H?????B?????@`??????????????????O????????O????_?C??????AO??????K??????@`???????????????????C????????????C???_????O???????AO???????B????????EC????????????????????C????????????????C?A???????C?????????H?????????B?????????@`??????????????????????O????????????????????O?????A????C??????????AO??????????K??????????@`
single,80,1,10,30,30,0,3,1.024,1,4188,10,,~?@OCQREC?????C?C?H?B?@`???????????O??C??AO??K??@`????????????????C????O???AO???B????EC?????????????????????C?????C?????H?????B?????@`???????????????????C???????O?????GC??????AO??????K??????@`????????????????????@???????????C????G???O???????AO???????B????????EC?????????????????????@???????????????C???_?????C?????????H?????????B?????????@`???????????????????????C???????????????????O?G????????C??????????AO??????????K??????????@`????????????????????????@???????????????????????CG???????????O???????????AO???????????B????????????EC
single,88,1,11,33,33,0,3,1.024,1,4188,11,,~?@WCQREC?????C?C?H?B?@`???????????O??C??AO??K??@`????????????????C????O???AO???B????EC?????????????????????C?????C?????H?????B?????@`?????????????@?????????????O??????C??????AO??????K??????@`??????????????????????O?????????C?????A??O???????AO???????B????????EC???????????????????????O?????????????C????G????C?????????H?????????B?????????@`????????????????????????@??????????????????O??A???????C??????????AO??????????K??????????@`??????????????????????????O?????????????????????C?A??????????O???????????AO???????????B????????????EC???????????????????????????O?????????????????????????C???????G?????C?????????????H?????????????B?????????????@`
single,96,1,12,36,36,0,3,1.024,1,4188,12,,~?@_CQREC?????C?C?H?B?@`???????????O??C??AO??K??@`????????????????C????O???AO???B????EC?????????????????????C?????C?????H?????B?????@`???????????????????????????O??????C??????AO??????K??????@`???????????????????????C????????C???????_O???????AO???????B????????EC????????????????????????C????????????C?????A???C?????????H?????????B?????????@`??????????????????????????O????????????????O????_?????C??????????AO??????????K??????????@`???????????????????????????C????????????????????C???_????????O???????????AO???????????B????????????EC????????????????????????????C????????????????????????C?A???????????C?????????????H?????????????B?????????????@`??????????????????????????????O????????????????????????????O_?????????????C??????????????AO??????????????K??????????????@`
single,8,1,1,3,3,0,3,1.024,1,3,2,,GV@?O[
single,12,1,1,5,5,0,3,1.1378,1,3,3,,KV??O[?O?@?F
single,16,1,2,6,6,0,3,1.024,1,3,4,,OV??O[?@?@?F??O???O?F
single,20,1,2,8,8,0,3,1.0923,1,3,5,,SV??O[???@?F??@???O?F??@?????O??[
single,24,1,3,9,9,0,3,1.024,1,3,6,,WV??O[???@?F???C??O?F???C????O??[???O?????@???F
single,28,1,3,11,11,0,3,1.0728,1,3,7,,[V??O[???@?F??????O?F????O???O??[???@?????@???F????O???????O???F
single,32,1,4,12,12,0,3,1.024,1,3,8,,_V??O[???@?F??????O?F????@???O??[????C????@???F????@???????O???F????@?????????O????[
single,36,1,4,14,14,0,3,1.0619,1,3,9,,cV??O[???@?F??????O?F????????O??[?????O???@???F?????C??????O???F?????C????????O????[?????O?????????@?????F
single,40,1,5,15,15,0,3,1.024,1,3,10,,gV??O[???@?F??????O?F????????O??[?????@???@???F??????O?????O???F??????O???????O????[?????@?????????@?????F??????O???????????O?????F
single,44,1,5,17,17,0,3,1.0551,1,3,11,,kV??O[???@?F??????O?F????????O??[?????????@???F??????@?????O???F??????@???????O????[??????C????????@?????F??????@???????????O?????F??????@?????????????O??????[
single,48,1,6,18,18,0,3,1.024,1,3,12,,oV??O[???@?F??????O?F????????O??[?????????@???F???????C????O???F???????C??????O????[???????O???????@?????F???????C??????????O?????F???????C????????????O??????[???????O?????????????@???????F
single,16,1,2,6,6,0,3,1.024,1,1720,2,,O?`cuG???_C??G?E?Co@a
single,24,1,3,9,9,0,3,1.024,1,1720,3,,W?`cuG??@????G?E?Co@a??????_???G???G??@_??R??@a
single,32,1,4,12,12,0,3,1.024,1,1720,4,,_?`cuG???????G?E?Co@a???????G??O???G??@_??R??@a????????A???@????????_???@_???Co???EG
single,40,1,5,15,15,0,3,1.024,1,1720,5,,g?`cuG???????G?E?Co@a?????@????????G??@_??R??@a??????????_???O??????_???@_???Co???EG???????????_???????G???????G?????E?????Co????@a
single,48,1,6,18,18,0,3,1.024,1,1720,6,,o?`cuG???????G?E?Co@a??????????????G??@_??R??@a???????????G???C?????_???@_???Co???EG????????????G????@?????????G?????E?????Co????@a??????????????_?????@?????????????G??????@_??????R??????@a
single,56,1,7,21,21,0,3,1.024,1,1720,7,,w?`cuG???????G?E?Co@a??????????????G??@_??R??@a????????C????????????_???@_???Co???EG?????????????A?????O???????G?????E?????Co????@a???????????????G??????O???????????G??????@_??????R??????@a????????????????A????????????_???????????_???????@_???????Co???????EG
single,64,1,8,24,24,0,3,1.024,1,1720,8,,~?@??`cuG???????G?E?Co@a??????????????G??@_??R??@a?????????????????????_???@_???Co???EG???????????????_????C??????G?????E?????Co????@a????????????????A??????C??????????G??????@_??????R??????@a??????????????????_???????O??????????????_???????@_???????Co???????EG???????????????????_????????C??????????????????G?????????E?????????Co????????@a
single,72,1,9,27,27,0,3,1.024,1,1720,9,,~?@G?`cuG???????G?E?Co@a??????????????G??@_??R??@a?????????????????????_???@_???Co???EG??????????@????????????????G?????E?????Co????@a??????????????????_?????@?????????G??????@_??????R??????@a???????????????????G???????C?????????????_???????@_???????Co???????EG????????????????????G????????@?????????????????G?????????E?????????Co????????@a??????????????????????_???????????????G???????????????G??????????@_??????????R??????????@a
single,80,1,10,30,30,0,3,1.024,1,1720,10,,~?@O?`cuG???????G?E?Co@a??????????????G??@_??R??@a?????????????????????_???@_???Co???EG???????????????????????????G?????E?????Co????@a???????????????????G??????O???????G??????@_??????R??????@a????????????????????A???????@????????????_???????@_???????Co???????EG?????????????????????A?????????O???????????????G?????????E?????????Co????????@a???????????????????????G??????????O???????????????????G??????????@_??????????R??????????@a????????????????????????A???????????@????????????????????????_???????????@_???????????Co???????????EG
single,88,1,11,33,33,0,3,1.024,1,1720,11,,~?@W?`cuG???????G?E?Co@a??????????????G??@_??R??@a?????????????????????_???@_???Co???EG???????????????????????????G?????E?????Co????@a?????????????@????????????????????G??????@_??????R??????@a??????????????????????_???????O??????????_???????@_???????Co???????EG???????????????????????_????????C??????????????G?????????E?????????Co????????@a????????????????????????A??????????C??????????????????G??????????@_??????????R??????????@a??????????????????????????_???????????O??????????????????????_???????????@_???????????Co???????????EG???????????????????????????_???????????????????G???????????????????G?????????????E?????????????Co????????????@a
single,96,1,12,36,36,0,3,1.024,1,1720,12,,~?@_?`cuG???????G?E?Co@a??????????????G??@_??R??@a?????????????????????_???@_???Co???EG???????????????????????????G?????E?????Co????@a??????????????????????????????????G??????@_??????R??????@a???????????????????????G???????C?????????_???????@_???????Co???????EG????????????????????????G????????@?????????????G?????????E?????????Co????????@a??????????????????????????_?????????@?????????????????G??????????@_??????????R??????????@a???????????????????????????G???????????C?????????????????????_???????????@_???????????Co???????????EG????????????????????????????G????????????@?????????????????????????G?????????????E?????????????Co????????????@a??????????????????????????????_?????????????@?????????????????????????????G??????????????@_??????????????R??????????????@a
single,16,1,2,6,6,0,3,1.024,1,2958,2,,O?otTG?C??G??K?B?DO@Q
single,24,1,3,9,9,0,3,1.024,1,2958,3,,W?otTG?O?????K?B?DO@Q???O??????G???K???o??T??@Q
single,32,1,4,12,12,0,3,1.024,1,2958,4,,_?otTG???????K?B?DO@Q????C?????_???K???o??T??@Q????C???????A????????o????o???DO???DG
single,40,1,5,15,15,0,3,1.024,1,2958,5,,g?otTG???????K?B?DO@Q??@???????????K???o??T??@Q?????@????????_??????o????o???DO???DG?????C?????????????G???????K?????B?????DO????@Q
single,48,1,6,18,18,0,3,1.024,1,2958,6,,o?otTG???????K?B?DO@Q??????????????K???o??T??@Q???????O???????G?????o????o???DO???DG??????@??????????A?????????K?????B?????DO????@Q???????O????????????A?????????????K???????o??????T??????@Q
single,56,1,7,21,21,0,3,1.024,1,2958,7,,w?otTG???????K?B?DO@Q??????????????K???o??T??@Q????O????????????????o????o???DO???DG????????O??????????_???????K?????B?????DO????@Q????????C?????????????_???????????K???????o??????T??????@Q????????C????????????????????_???????????o????????o???????DO???????DG
single,64,1,8,24,24,0,3,1.024,1,2958,8,,~?@??otTG???????K?B?DO@Q??????????????K???o??T??@Q?????????????????????o????o???DO???DG?????????C??????????G??????K?????B?????DO????@Q?????????@?????????????G??????????K???????o??????T??????@Q?????????@????????????????_??????????????o????????o???????DO???????DG?????????C??????????????????G??????????????????K?????????B?????????DO????????@Q
single,72,1,9,27,27,0,3,1.024,1,2958,9,,~?@G?otTG???????K?B?DO@Q??????????????K???o??T??@Q?????????????????????o????o???DO???DG?????O?????????????????????K?????B?????DO????@Q???????????O????????????A?????????K???????o??????T??????@Q???????????O???????????????G?????????????o????????o???????DO???????DG??????????@??????????????????A?????????????????K?????????B?????????DO????????@Q???????????O??????????????????????????G???????????????K???????????o??????????T??????????@Q
single,80,1,10,30,30,0,3,1.024,1,2958,10,,~?@O?otTG???????K?B?DO@Q??????????????K???o??T??@Q?????????????????????o????o???DO???DG???????????????????????????K?????B?????DO????@Q????????????C?????????????_???????K???????o??????T??????@Q????????????C???????????????A????????????o????????o???????DO???????DG????????????O??????????????????_???????????????K?????????B?????????DO????????@Q????????????C?????????????????????_???????????????????K???????????o??????????T??????????@Q????????????C???????????????????????A????????????????????????o????????????o???????????DO???????????DG
single,88,1,11,33,33,0,3,1.024,1,2958,11,,~?@W?otTG???????K?B?DO@Q??????????????K???o??T??@Q?????????????????????o????o???DO???DG???????????????????????????K?????B?????DO????@Q??????@???????????????????????????K???????o??????T??????@Q?????????????@????????????????_??????????o????????o???????DO???????DG?????????????C??????????????????G??????????????K?????????B?????????DO????????@Q?????????????@?????????????????????G??????????????????K???????????o??????????T??????????@Q?????????????@????????????????????????_??????????????????????o????????????o???????????DO???????????DG?????????????C?????????????????????????????????G???????????????????K?????????????B?????????????DO????????????@Q
single,96,1,12,36,36,0,3,1.024,1,2958,12,,~?@_?otTG???????K?B?DO@Q??????????????K???o??T??@Q?????????????????????o????o???DO???DG???????????????????????????K?????B?????DO????@Q??????????????????????????????????K???????o??????T??????@Q???????????????O???????????????G?????????o????????o???????DO???????DG??????????????@??????????????????A?????????????K?????????B?????????DO????????@Q???????????????O????????????????????A?????????????????K???????????o??????????T??????????@Q???????????????O???????????????????????G?????????????????????o????????????o???????????DO???????????DG??????????????@??????????????????????????A?????????????????????????K?????????????B?????????????DO????????????@Q???????????????O????????????????????????????A?????????????????????????????K???????????????o??????????????T??????????????@Q
single,16,1,3,7,7,0,3,1.1947,1,769,2,,O?BDaY???O??G??K?D_?e
single,24,1,4,11,11,0,3,1.2516,1,769,3,,W?BDaY??@??????K?D_?e??????O??????A???B???U???e
single,32,1,6,14,14,0,3,1.1947,1,769,4,,_?BDaY?????????K?D_?e???????C?????G???B???U???e??A?????@????????G???????B????D_???AW
single,40,1,7,18,18,0,3,1.2288,1,769,5,,g?BDaY?????????K?D_?e?????@???????????B???U???e??????????O???????A??????B????D_???AW??G????????O?????????????G???????K?????D_?????e
single,48,1,9,21,21,0,3,1.1947,1,769,6,,o?BDaY?????????K?D_?e?????????????????B???U???e???????????C????????_????B????D_???AW???A????????C??????????A?????????K?????D_?????e??A???????????O?????????????_????????????B???????U???????e
single,56,1,10,25,25,0,3,1.2191,1,769,7,,w?BDaY?????????K?D_?e?????????????????B???U???e????????C????????????????B????D_???AW?????????????@???????????_???????K?????D_?????e????_??????????C?????????????G???????????B???????U???????e??A?????????????@????????????????????A???????????B????????D_???????AW
single,64,1,12,28,28,0,3,1.1947,1,769,8,,~?@??BDaY?????????K?D_?e?????????????????B???U???e?????????????????????????B????D_???AW???????????????O??????????G??????K?????D_?????e?????G??????????@?????????????A??????????B???????U???????e????_?????????????O???????????????A??????????????B????????D_???????AW??G????????????????O??????????????????G??????????????????K?????????D_?????????e
single,72,1,13,32,32,0,3,1.2137,1,769,9,,~?@G?BDaY?????????K?D_?e?????????????????B???U???e?????????????????????????B????D_???AW??????????@??????????????????????K?????D_?????e??????????????????O?????????????_????????B???????U???????e?????G?????????????C????????????????_????????????B????????D_???????AW???A????????????????C??????????????????A?????????????????K?????????D_?????????e??A???????????????????O??????????????????????????A???????????????B???????????U???????????e
single,80,1,15,35,35,0,3,1.1947,1,769,10,,~?@O?BDaY?????????K?D_?e?????????????????B???U???e?????????????????????????B????D_???AW?????????????????????????????????K?????D_?????e???????????????????C?????????????G???????B???????U???????e??????A?????????????@????????????????G???????????B????????D_???????AW?????_???????????????@???????????????????_???????????????K?????????D_?????????e????_??????????????????C?????????????????????G???????????????????B???????????U???????????e??A?????????????????????@????????????????????????G???????????????????????B????????????D_???????????AW
single,88,1,16,39,39,0,3,1.2102,1,769,11,,~?@W?BDaY?????????K?D_?e?????????????????B???U???e?????????????????????????B????D_???AW?????????????????????????????????K?????D_?????e?????????????@???????????????????????????B???????U???????e??????????????????????O???????????????A??????????B????????D_???????AW??????G????????????????O??????????????????G??????????????K?????????D_?????????e?????G??????????????????@?????????????????????A??????????????????B???????????U???????????e????_?????????????????????O???????????????????????A??????????????????????B????????????D_???????????AW??G????????????????????????O?????????????????????????????????G???????????????????K?????????????D_?????????????e
